dataset,num_and_cat,instance_mean_rule_EXPLAN,instance_std_rule_EXPLAN,feature_mean_rule_EXPLAN,feature_std_rule_EXPLAN,instance_mean_rule_LORE,instance_std_rule_LORE,feature_mean_rule_LORE,feature_std_rule_LORE,instance_mean_rule_ANCHOR,instance_std_rule_ANCHOR,feature_mean_rule_ANCHOR,feature_std_rule_ANCHOR,instance_mean_rule_LUX,instance_std_rule_LUX,feature_mean_rule_LUX,feature_std_rule_LUX
tmp,36,0.19982800295690517,0.2817849944215493,0.27177772227772223,0.27168960746749216,0.2971700096009111,0.26953968410777784,0.45284920634920633,0.27270577731338175,0.6639999999999999,0.24701237036049653,0.6639999999999999,0.24701237036049653,0.38515499574081113,0.3961936479924864,0.41666666666666674,0.39086797998528583
tmp,37,0.19136516783447885,0.2786088097802056,0.24746733821733824,0.2718573880117096,0.3928764065299503,0.21897682201025623,0.5194501054501054,0.1869994425620821,0.6300951117107148,0.22131114899411464,0.630095238095238,0.2213111619089456,0.8168527835941991,0.10205303794910595,0.9301818181818183,0.062388810185510304
tmp,38,0.15233851516762173,0.2878557705485482,0.19059351759351764,0.2831587970660892,0.3133492124873196,0.2449573410405271,0.40006749622926097,0.23401413754045644,0.5665290961751926,0.27838715427380745,0.5688226773226773,0.27600184498924596,0.8105482593047632,0.11165195875718142,0.8587272727272729,0.09995387365932414
tmp,39,0.18247761444407515,0.2810256800952363,0.2256119991119991,0.2768568911708067,0.29102592698482854,0.24651988202623135,0.43150387297600906,0.21422263207240566,0.4408649386038489,0.28552042731293537,0.44086507936507935,0.28552046435083095,0.9240229919490142,0.05101676768259158,0.9560144927536234,0.03674105989273566
tmp,40,0.1799781504653543,0.283897532660822,0.23213125763125766,0.2809471493890265,0.3216972927641123,0.23611318699142742,0.44083799533799534,0.2043841458348496,0.4756725172856773,0.31270235702522725,0.4776666666666667,0.31444148015878004,0.5829752200759404,0.2548016451747948,0.727,0.2460101623917191
tmp,41,0.1594011246917415,0.2848878032534197,0.20072738372738375,0.27885946027667363,0.31766547922692523,0.24655637697263597,0.39296653346653343,0.23165734232296625,0.8533332063308512,0.212498341818179,0.8533333333333333,0.2124983660067897,0.6473718778694457,0.30378494947725376,0.76,0.2497999199359359
tmp,42,0.15831367818009495,0.28643672736248027,0.22138816738816738,0.2741059799338166,0.29235942334195447,0.24383822823088708,0.42106971588782743,0.21456546179808414,0.28035919607056237,0.2719842273424676,0.3057479139294179,0.2794987571927404,0.81012245727039,0.08190163420107278,0.8782524665628114,0.06140705114529614
tmp,43,0.20604657594246023,0.2732393889643503,0.26443094650447596,0.26671141429038675,0.3070650515921629,0.2532837131574172,0.3891803751803751,0.2314006705086635,0.6139997877421982,0.29092489634070046,0.614,0.2909249616882906,0.8439395833576495,0.2888210431390009,0.865,0.2881405906844781
tmp,44,0.1814783013348125,0.2834844327534369,0.2422943722943723,0.2782334403840384,0.3650989359261393,0.2644139221464913,0.644,0.21285780334402696,0.6183333333333334,0.2139898751498927,0.6183333333333334,0.2139898751498927,0.5919307881186066,0.35121626078787777,0.74,0.2289104628451919
tmp,45,0.16238741016394997,0.28402261510853044,0.20838775929952397,0.2753901906545845,0.30460656896703103,0.242228059864659,0.4235005745888099,0.20934013382226627,0.29241325838609683,0.26617563949336814,0.3152073321415427,0.2667379377021474,0.903547234502757,0.07570598611372216,0.9191456582633054,0.060062732507470205
tmp,46,0.1555219190756828,0.2872556194943768,0.211025197025197,0.2758319054777562,0.27224262278466416,0.2494186269808792,0.41367465867465875,0.21085843276208188,0.4037748881866111,0.26942258793807455,0.41673737373737374,0.26449602694747815,0.9645535270257508,0.04225321508432979,0.9742857142857144,0.03714285714285713
tmp,47,0.16121567915573964,0.28419912453906404,0.1983891108891109,0.27770098009348154,0.2716549145065026,0.25583071293152937,0.36455766455766453,0.23241093933032891,0.4096666666666666,0.33420037236497646,0.4096666666666666,0.33420037236497646,0.8914223614330912,0.1155948027098362,0.955,0.09604686356149274
tmp,48,0.1793525304121121,0.28130881559923276,0.22176373626373624,0.2722230876095498,0.3195181221167757,0.24324007323625138,0.40268902992432404,0.22185278856158996,0.5522275158960995,0.2669218603031593,0.5901904761904762,0.25813096503929733,0.9191132767777974,0.07624815770855978,0.9222222222222223,0.07349309197401639
tmp,49,0.12294358794331764,0.2954051081183302,0.1453852258852259,0.2940002512533755,0.2983731986295472,0.24811262597379052,0.40455844645550526,0.21913431909512918,0.4197142857142857,0.31933144447199596,0.4197142857142857,0.31933144447199596,0.8419548358697254,0.08904547218463088,0.931153846153846,0.05817193789942329
